id,text,true_label,pred_label,prob_ham,prob_smishing,prob_spam
94,think da you wil do,ham,ham,0.9952622358583754,0.003369457974894384,0.001368306166729434
95,oh the grand is have a bit of a parti but it doesn t mention ani cover charg so it s probabl first come first serv,ham,ham,0.9975477662225488,0.0011632250258521656,0.0012890087515984472
96,sorri man my account s dri or i would if you want we could trade back half or i could buy some shit with my credit card,ham,ham,0.9971378871888716,0.002092102891391989,0.0007700099197340003
97,ye but i dont care i need you bad princess,ham,ham,0.9937034493026347,0.0036386868773186417,0.0026578638200470124
98,yo chad which gymnast class do you wanna take the site say christian class is full,ham,ham,0.9942990768096883,0.002930420118833345,0.0027705030714804705
99,did u get that messag,ham,ham,0.974227716597205,0.014776884034589774,0.010995399368206583
100,i donno if they are scorabl,ham,ham,0.932210894345733,0.04333012423980337,0.02445898141446383
101,good afternoon loverboy how goe you day ani luck come your way i think of you sweeti and send my love across the sea to make you smile and happi,ham,ham,0.9993719963818765,0.0003256188246143038,0.00030238479350663496
102,mm i am on the way to railway,ham,ham,0.9941430246383238,0.0031519774705814157,0.0027049978910962534
103,eeri nokia tone 4u rpli tone titl to eg tone dracula to titl ghost addamsfa munster exorcist twilight pobox w45wq p,spam,spam,0.11793370404964573,0.09193523937945657,0.7901310565708954
104,ok congrat,ham,ham,0.9607102392313633,0.02849789924065087,0.010791861527986238
105,lol boo i wa hope for a laugh,ham,ham,0.9745639920738999,0.013434262684087154,0.012001745242013554
106,these won t do have to move on to morphin,ham,ham,0.9665991472413499,0.023240610702335664,0.010160242056314307
107,sorri i ll call later hv some work,ham,ham,0.9981144668724155,0.0010097575878328761,0.0008757755397500815
108,how much for an eighth,ham,ham,0.9803798300838799,0.01124926373824976,0.008370906177870235
109,i luv u soo much u don t understand how special u r 2 me ring u 2morrow luv u xxx,ham,ham,0.9882508998636389,0.00582772529758963,0.00592137483877271
110,privat your account statement for show un redeem s i m point call identifi code expir 18 11 04,smishing,smishing,0.007657178280599438,0.9876628896541195,0.004679932065279193
111,lolnic i went from a fish to water,ham,ham,0.9434390028326061,0.032373657240599055,0.02418733992679592
112,u should make a fb list,ham,ham,0.9513632904815493,0.029114898076504945,0.019521811441946365
113,but i m realli realli broke oh no amount is too small even lt gt,ham,ham,0.9975291048272579,0.0015511475808758824,0.0009197475918642882
114,ok help me ask if she s work tmr a not,ham,ham,0.9984127548426768,0.0008580511498873567,0.0007291940074367116
115,crucifi is c not s you should have told me earlier,ham,ham,0.9884807645355158,0.007380079308413783,0.004139156156071153
116,dear custom your order of 42 84 euro ha been approv if you didnt purchas anyth or it you believ an unauthor person ha access your account pleas access the link below,smishing,ham,0.8209888466287556,0.1636126238436697,0.015398529527572587
117,k i might come by tonight then if my class let out earli,ham,ham,0.9983409407958379,0.0009041011074341609,0.0007549580967276891
118,thi week savamob member offer are now access just call for detail savamob pobox la3 2wu onli 1 50 week savamob offer mobil,smishing,smishing,0.34442650896642185,0.472874413198753,0.18269907783482417
119,you have won a guarante cash or a prize to claim yr prize call our custom servic repres on between 10am 7pm,smishing,smishing,0.001547532303882484,0.9968656458519074,0.0015868218442098934
120,log off 4 wat it s sdryb8i,ham,ham,0.9828465869766052,0.012419632302167255,0.004733780721226254
121,but i have to i like to have love and arrang,ham,ham,0.990769126844829,0.00589973727196667,0.003331135883205856
122,record indic you were involv in an accid in the last 2 5 year as such you are entitl to claim compens repli claim for info or stop to opt out,smishing,ham,0.6366989560994787,0.2935541974309204,0.06974684646960094
123,haha dont be angri with yourself take it as a practic for the real thing,ham,ham,0.994589450448515,0.0024514418664381317,0.0029591076850483716
124,thi is ur face test 1 2 3 4 5 6 7 8 9 lt gt select ani number i will tell ur face astrolog am wait quick repli,ham,ham,0.9949619927817895,0.0033819488747221867,0.0016560583434847406
125,doubl min and txt 4 6month free bluetooth on orang avail on soni nokia motorola phone call mobileupd8 on,spam,spam,0.22182634013124597,0.12233877763810687,0.6558348822306498
126,ya ok vikki vl c witin lt gt min and il repli u,ham,ham,0.9943064359730828,0.0026485938535685608,0.0030449701733479984
127,i ju reach home i go bath first but my si use net tell u when she finish k,ham,ham,0.9990166342484756,0.00044413314788100273,0.0005392326036447163
128,wat happen to the cruis thing,ham,ham,0.9824944259306898,0.010793032463282016,0.006712541606026443
129,we have all rounder so not requir,ham,ham,0.972110183980058,0.0214855718341091,0.006404244185833635
130,freemsg feelin kinda lnli hope u like 2 keep me compani jst got a cam mobi wanna c my pic txt or repli date to msg p 2rcv hlp stop to,spam,ham,0.5100708883328998,0.07839059924291822,0.41153851242417866
131,you ve won tkt to the euro cup final or cash to collect call b pobox ppm,smishing,smishing,0.14499386053155147,0.7993129111216899,0.055693228346756704
132,i will come to ur home now,ham,ham,0.9941589605896828,0.0028803520729689626,0.002960687337348738
133,dont know support ass and srt i thnk i think ps3 can play through usb too,ham,ham,0.992829952873334,0.0037221597742917957,0.0034478873523742046
134,you pleas give us connect today itself befor lt decim gt or refund the bill,ham,ham,0.9870727298663714,0.009070167286109317,0.003857102847519108
135,free polyphon rington text super to to get your free poli tone of the week now 16 sn pobox nr31 7z subscript pw,spam,spam,0.4510589095849255,0.0549559335167183,0.49398515689835854
136,meet top 35 us univers in delhi at india habitat centr lodhi road on nov 8th 2 to 6 pm for student admiss entri free detail contact,spam,ham,0.9452126152124365,0.028695907556544727,0.026091477231019084
137,even v good if somewhat event laden will fill you in don t you worri head ok but throat wreck see you at six then,ham,ham,0.998587231767535,0.0007496262889287555,0.000663141943535557
138,hang out with my brother and hi famili,ham,ham,0.9785390504181168,0.011418366770247022,0.01004258281163643
139,freemsg hey i m buffi 25 and love to satisfi men home alon feel randi repli 2 c my pix qlynnbv help p a msg send stop to stop txt,spam,ham,0.8770607995983243,0.024469749383581957,0.09846945101809496
140,what he said is not the matter my mind say some other matter is there,ham,ham,0.9983148437811018,0.0008748297304218435,0.0008103264884784134
141,lol no ouch but wish i d stay out a bit longer,ham,ham,0.9910390179073331,0.005457884338608135,0.0035030977540592275
142,yo ani way we could pick someth up tonight,ham,ham,0.9975819013122807,0.001456144009626374,0.0009619546780914315
143,k if u bore up just come to my home,ham,ham,0.9974866929618855,0.0012062166894151454,0.0013070903486977902
144,hmm ill have to think about it ok you re forgiven d,ham,ham,0.9972662678620977,0.001913047589988654,0.0008206845479166902
145,did you tri make anoth butt,ham,ham,0.9919864940030624,0.006259105316770252,0.00175440068016685
146,oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again it been longer than a week,ham,ham,0.9970483592202238,0.0014564978725487476,0.0014951429072278214
147,good sleep is about rhythm the person ha to establish a rhythm that the bodi will learn and use if you want to know more,ham,ham,0.997912384056646,0.001276298850308332,0.0008113170930485424
148,hi do u want to join me with st later meet them at five call u after class,ham,ham,0.9958802204959705,0.00196596985744642,0.002153809646585073
149,also rememb the bead don t come off ever,ham,ham,0.997295541694444,0.0012829059553172144,0.0014215523502377377
150,aight do you still want to get money,ham,ham,0.9981193655626825,0.0009381747209462076,0.0009424597163708851
151,onli for girl bba mba execut mba b sc it bio tech b tech flexibl time govt recogn join bsaitm vikaspuri,spam,ham,0.9246343515526996,0.031865783401936756,0.043499865045364225
152,how are you with money as in to you money aint a thing how are you sha,ham,ham,0.9981589044195418,0.0012734116018435228,0.0005676839786160207
153,realli dun bluff me leh u sleep earli too nite,ham,ham,0.9969800724129084,0.0015988329512542612,0.0014210946358368451
154,urgent ireland gov ha issu a payment of to all resid as part of it promis to battl covid 19 tap here to appli,smishing,ham,0.7055196247657366,0.25807558250830975,0.036404792725951
155,hi babi im sat on the bloodi bu at the mo and i wont be home until about 7 30 wanna do somethin later call me later ortxt back jess xx,ham,ham,0.9988797210837604,0.00041049341098233703,0.0007097855052564243
156,din i tell u ju now,ham,ham,0.9637212071948973,0.018713000403980194,0.017565792401121827
157,urgent thi is our 2nd attempt to contact u your prize from yesterday is still await collect to claim call now acl pm,smishing,smishing,0.02877213853814257,0.9670301002146521,0.004197761247203695
158,happi birthday may u find ur princ charm soon and u stay happi,ham,ham,0.9885635066651514,0.006748063707278654,0.00468842962757157
159,last chanc claim ur worth of discount voucher today text shop to now savamob offer mobil t cs savamob pobox84 m uz,smishing,smishing,0.07872152761101962,0.7660904875440538,0.1551879848449268
160,as usual iam fine happi amp do well what about u,ham,ham,0.9920473956549019,0.004355372860244998,0.0035972314848533977
161,k k i m also fine when will you complet the cours,ham,ham,0.9836473541321618,0.010825080898453613,0.0055275649693853545
162,i wil be there with in lt gt minut got ani space,ham,ham,0.9976298258515467,0.0012569428375381088,0.0011132313109175113
163,final chanc claim ur worth of discount voucher today text ye to now savamob member offer mobil t cs savamob pobox84 m uz 3 00 sub 16,smishing,smishing,0.03151880345514772,0.8547149630322779,0.113766233512574
164,anyway i don t think i can secur anyth up here lemm know if you want me to drive down south and chill,ham,ham,0.9988886801804319,0.0006629133239617376,0.00044840649560855614
165,hey is rite u put 10 evey mnth is that all,ham,ham,0.9871649910255561,0.007681236206740229,0.0051537727677040835
166,are you ok what happen to behav like thi,ham,ham,0.9980475382828801,0.0011569980262071875,0.0007954636909116485
167,do you want a new nokia i colour phone deliv tomorrow with free minut to ani mobil and free camcord repli or call,smishing,smishing,0.23595280852140077,0.6404245184384837,0.12362267304011441
168,k go and sleep well take rest,ham,ham,0.985786448384436,0.00646532213318886,0.007748229482375085
169,gsoh good with the ladi u could b a male gigolo 2 join the uk s fastest grow men club repli oncal mjzgroup 2stop repli stop msg 1 50rcvd,spam,ham,0.7811910757972221,0.058016477422731666,0.16079244678004573
170,dont you have messag offer,ham,ham,0.8502987540310881,0.12192530405251344,0.027775941916397994
171,hous maid is the murder coz the man wa murder on 26th januari,ham,ham,0.9655466391027232,0.019925765108774578,0.014527595788505447
172,let me know how to contact you i ve you settl in a room let know you are ok,ham,ham,0.9944748903000388,0.004587455239406724,0.0009376544605580115
173,i borrow ur bag ok,ham,ham,0.9692643247009973,0.015379353029379421,0.015356322269622991
174,dear umma she call me now,ham,ham,0.9899729456027232,0.0065291525517997395,0.0034979018454778118
175,where are you call me,ham,ham,0.997567864118868,0.0018072106908326928,0.0006249251903003753
176,should i have pick up a receipt or someth earlier,ham,ham,0.9936450262075621,0.003586278461404221,0.0027686953310338287
177,in da car park,ham,ham,0.9836359756656646,0.00852543998385623,0.007838584350478545
178,aight i ll get it later,ham,ham,0.9911416630821481,0.004394358078737504,0.004463978839112776
179,wat s da model num of ur phone,ham,ham,0.96795941710421,0.01513695200946216,0.016903630886327882
180,you give us back my id proof and lt gt rs we wont allow you to work we will come to your home within day,ham,ham,0.9979587352113998,0.0015145948200140616,0.0005266699685862039
181,thank for yesterday sir you have been wonder hope you enjoy the burial mojibiola,ham,ham,0.9907087259462676,0.005777840684103752,0.0035134333696285086
182,eatin later but i m eatin wif my fren now lei go home first,ham,ham,0.993279990257025,0.003172464900268707,0.0035475448427047846
183,sorri i ll call later urgent work,ham,ham,0.9973534332966629,0.001908179754817047,0.0007383869485201934
184,have a great trip to india and bring the light to everyon not just with the project but with everyon that is lucki to see you smile bye abiola,ham,ham,0.997957133053929,0.001161863777274655,0.0008810031687957682
185,u definit need a modul from e human di sem izzit u wan 2 take other modul 1st,ham,ham,0.9624268339064682,0.016641984156471105,0.020931181937059593
186,sm auction a brand new nokia is up 4 auction today auction is free 2 join take part txt nokia to now,spam,ham,0.4892424264776993,0.12481975676161727,0.38593781676068145
187,the search 4 happi is 1 of d main sourc of unhappi accept life the way it come u will find happi in everi moment u live,ham,ham,0.9918383856871891,0.004019507149892564,0.004142107162919741
188,understand hi loss is my gain so do you work school,ham,ham,0.9963328942364026,0.0021484807049945522,0.0015186250586012248
189,i am in bu on the way to calicut,ham,ham,0.9966890033197641,0.001764071118344818,0.0015469255618905551
190,26th of juli,ham,ham,0.7720694491989474,0.13527924389782062,0.09265130690323133
191,what you need you have a person to give na,ham,ham,0.9945227051401566,0.003894340157862353,0.0015829547019806638
192,haven t heard anyth and he s not answer my text so i m guess he flake that said the jb is fantast,ham,ham,0.99029299563785,0.005887355246179473,0.003819649115968658
193,havent shop now lor i juz arriv onli,ham,ham,0.978482793758211,0.010901126049975672,0.010616080191814056
194,will you come onlin today night,ham,ham,0.9926318266653114,0.00474792528681456,0.002620248047874192
195,not thought bout it drink in tap spile at seven is that pub on ga st off broad st by canal ok,ham,ham,0.9955690833276758,0.0023197502522970424,0.0021111664200287104
196,u wan 2 haf lunch i m in da canteen now,ham,ham,0.994197190140456,0.002987628227677237,0.0028151816318662793
197,have a good even ttyl,ham,ham,0.9841153868706434,0.009913127328560447,0.005971485800797607
198,i don t know u and u don t know me send chat to now and let s find each other onli p msg rcvd,spam,ham,0.9034493022971207,0.01426782199366175,0.08228287570921708
199,dear custom your pyatm wallet ha been book and hold your amount pleas complet your kyc contact custom care,smishing,smishing,0.04756096150703231,0.946799939733365,0.005639098759600201
200,one day a crab wa run on the sea shore the wave came n clear the footprint of the crab crab ask be my frnd y r u clear my beauti footprint wave repli a fox wa follow ur footprint to catch you that y i clear it off frndsship never let u dwn gud nyt,ham,ham,0.9984667559592508,0.0007432014845077545,0.000790042556241242
201,no she s current in scotland for that,ham,ham,0.9750346565285489,0.011512776783441349,0.013452566688008346
202,the affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt am i ll doubl check and text you again tomorrow,ham,ham,0.9989409343058585,0.0004892565236351747,0.0005698091705073242
203,your free gift is wait to be collect simpli call,smishing,ham,0.8447540145095721,0.1208482810727228,0.03439770441770561
204,babe i need your advic,ham,ham,0.9334859977476425,0.03318771451535067,0.03332628773700507
205,don know wait i will check it,ham,ham,0.9892085387298964,0.005623450501646987,0.005168010768455009
206,u have a secret admir reveal who think u r so special call to opt out repli reveal stop 1 50 per msg recd cust care,smishing,smishing,0.052314689593663095,0.9245411074281479,0.023144202978187502
207,mmm that better now i got a roast down me i d b better if i had a few drink down me 2 good indian,ham,ham,0.9918387793665833,0.0040476438474255985,0.004113576785993286
208,you might want to pull out more just in case and just plan on not spend it if you can i don t have much confid in derek and taylor s money manag,ham,ham,0.9987958237796659,0.000674302944980544,0.0005298732753539206
209,i thought we were do a king of the hill thing there,ham,ham,0.9845042363456368,0.007976778749873684,0.007518984904490065
210,miss call miss call khelat kintu opponent miss call dhort lage that d rule one with great phone receiv qualiti win,ham,ham,0.9436301637823579,0.03367221136375555,0.022697624853886784
211,excel i spent lt gt year in the air forc iraq and afghanistan i am stabl and honest do you like travel,ham,ham,0.9980031377818088,0.000922579918556112,0.001074282299632602
212,i m veri happi for you babe woo hoo parti on dude,ham,ham,0.9909468632249342,0.005770199230283265,0.0032829375447833656
213,say thi slowli god i love you i need you,ham,ham,0.9909936407949581,0.004848692728727303,0.004157666476314172
214,haha where got so fast lose weight thk muz go 4 a month den got effect gee later we go aust put bk e weight,ham,ham,0.9969586141645936,0.001453440965745196,0.0015879448696600675
215,make that 3 4 sake x,ham,ham,0.9841019136323709,0.012606661043889897,0.0032914253237399174
216,wen did you get so spiritu and deep that s great,ham,ham,0.9965588196966257,0.0016815020075757908,0.0017596782957999071
217,jade it paul y didn t u txt me do u rememb me from barm i want 2 talk 2 u txt me,ham,ham,0.9807871005094786,0.007615755791552087,0.011597143698969367
218,ur hmv quiz cash balanc is current to maxim ur cash in now send hmv1 to onli p msg,spam,spam,0.23087252467820527,0.05616011101310146,0.7129673643086959
219,yup i havent been there befor you want to go for the yoga i can call up to book,ham,ham,0.998478532144712,0.0008282774303286609,0.0006931904249601695
220,now i m go for lunch,ham,ham,0.9758229553036595,0.012627619377155872,0.011549425319183062
221,hi babe it me thank for come even though it didnt go that well i just want my bed hope to see you soon love and kiss xxx,ham,ham,0.9994744022846975,0.0001926557091109117,0.00033294200619299406
222,thank for your subscript to rington uk your mobil will be charg 5 month pleas confirm by repli ye or no if you repli no you will not be charg,spam,ham,0.8676143648749864,0.059052073555913714,0.07333356156910131
223,thank for be there for me just to talk to on saturday you are veri dear to me i cherish have you as a brother and role model,ham,ham,0.9984684240863486,0.0010422898046202106,0.0004892861090283295
